,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyAcc-mad()-X
534,0.26942456,-0.01055157,-0.11720196,-0.98773218,-0.98419713,-0.97644403,-0.98871194
535,0.27537018,-0.017070771,-0.1096177,-0.99127823,-0.99140484,-0.98830561,-0.99185065
536,0.28422452,-0.018274176,-0.11417142,-0.99493341,-0.99415359,-0.99215134,-0.99555717
537,0.27924636,-0.016580887,-0.10730724,-0.99444718,-0.99278483,-0.9896058,-0.99540826
538,0.27861241,-0.016744862,-0.10783497,-0.99423188,-0.99009916,-0.99172801,-0.99503612
539,0.27367494,-0.01676983,-0.1122094,-0.99457408,-0.99064806,-0.99654837,-0.99504833
540,0.27657213,-0.015897829,-0.11152089,-0.99316013,-0.99356259,-0.99494598,-0.99376047
541,0.27831789,-0.017513229,-0.11094936,-0.99324702,-0.99411815,-0.99549228,-0.9935433
542,0.27248973,-0.018007417,-0.10639905,-0.99524736,-0.99229538,-0.99325337,-0.99558604
543,0.27721839,-0.016698134,-0.10710786,-0.99529507,-0.9884031,-0.99095683,-0.99559079
544,0.29163418,-0.014972881,-0.15976364,-0.4540539,-0.076411067,-0.64228529,-0.46316473
545,0.28512039,0.0067621401,-0.087324093,-0.41761206,-0.093410115,-0.65494808,-0.42552411
546,0.24066899,-0.040748481,-0.10772871,-0.42974974,-0.13773087,-0.64193162,-0.44257591
547,0.30247452,-0.015351499,-0.12844592,-0.40943727,-0.0099335941,-0.6347918,-0.42517184
548,0.28243899,0.001155636,-0.13047289,-0.3834696,0.01289143,-0.63600547,-0.39745291
549,0.29491553,-0.020137607,-0.091818099,-0.42428414,-0.031434839,-0.60117362,-0.44537651
550,0.2504735,-0.035023747,-0.084093353,-0.47383069,-0.058175669,-0.5911355,-0.50572304
551,0.23922113,0.0065782558,-0.12706812,-0.46879497,-0.050219367,-0.63556992,-0.49868316
552,0.33770701,-0.0042082511,-0.1310831,-0.44143529,-0.053679532,-0.66389999,-0.45777855
553,0.26852186,-0.042939982,-0.072588418,-0.40747848,-0.10114609,-0.64675661,-0.42122572
554,0.24843563,-0.020143338,-0.074775553,-0.41781951,-0.049751128,-0.60829761,-0.4360703
555,0.26889439,-0.015807914,-0.11939586,-0.43278017,-0.040344648,-0.61773926,-0.44952129
556,0.30344228,-0.022841831,-0.13996845,-0.38373339,-0.033969521,-0.6307167,-0.39208541
557,0.29192158,-0.010980288,-0.11394106,-0.40129463,-0.072742596,-0.64613001,-0.42599808
558,0.26841076,0.020047468,-0.19595794,-0.5233524,-0.16378318,-0.58627242,-0.56398056
559,0.30029053,-0.055739891,-0.13905246,-0.44272372,0.022990934,-0.60842339,-0.47712633
560,0.27454548,0.010493163,-0.14317331,-0.36553942,-0.10841591,-0.61563483,-0.38040627
561,0.28836911,-0.012305963,-0.10517003,-0.33225558,-0.036519171,-0.58344975,-0.34316111
562,0.26482439,-0.021515022,-0.086917894,-0.39507346,0.088632549,-0.62593733,-0.4177565
563,0.31564506,-0.018495012,-0.12568041,-0.38590661,0.14189525,-0.63110944,-0.41520229
564,0.30447714,-0.017665493,-0.089242297,-0.3217303,0.041881961,-0.5805404,-0.34943587
565,0.20046704,-0.026278572,-0.086678057,-0.39686017,0.033448256,-0.5967041,-0.41846546
566,0.26030918,-0.011686588,-0.11975587,-0.42693252,0.07416634,-0.61696561,-0.44839499
567,0.30906248,-0.0090706387,-0.16277919,-0.36110256,0.029359565,-0.64721465,-0.37124272
568,0.30166119,-0.019919391,-0.0907304,-0.35963999,0.018360138,-0.60576327,-0.36828977
569,0.20956471,-0.020663275,-0.042663638,-0.3931133,0.033283118,-0.58721119,-0.4101282
570,0.27821911,-0.024317013,-0.13207519,-0.41294117,0.17204507,-0.64198137,-0.4279595
571,0.32661005,-0.016921005,-0.1508,-0.40977094,0.08050087,-0.67408286,-0.43619292
572,0.26980626,-0.00025139395,-0.071798929,-0.44000287,-0.13914476,-0.6120934,-0.4830242
573,0.36400551,-0.011985323,-0.13797327,0.094658875,-0.19695059,-0.4690054,0.026364261
574,0.35510843,0.018031926,-0.070406626,0.11825653,-0.30634453,-0.46248589,0.087821244
575,0.36403235,-0.042051321,-0.1039141,0.052183778,-0.0083813392,-0.44908298,0.026870168
576,0.21899076,-0.029465827,-0.091102532,0.0039817534,0.016997019,-0.46446501,-0.043381302
577,0.21748354,0.030261646,-0.10473244,-0.10110091,-0.19285286,-0.41636777,-0.14852166
578,0.22571795,-0.039452822,-0.14404035,-0.0074156271,-0.16898281,-0.4167245,-0.049039388
579,0.23403677,-0.038275976,-0.12799348,0.19698249,-0.20861069,-0.44149491,0.16603019
580,0.3708507,0.02314204,-0.14165105,0.29854067,-0.20743201,-0.52810061,0.2479554
581,0.2586033,0.012907529,-0.084638902,0.20315241,-0.19493749,-0.45559361,0.1372642
582,0.30990241,0.021053218,-0.15243574,0.089771141,-0.28814769,-0.49743236,0.009902194
583,0.23899183,-0.042579971,-0.085303612,0.034057343,-0.084900647,-0.4443994,-0.046972522
584,0.40689452,-0.027527223,-0.051406937,0.13858323,-0.027455803,-0.43732379,0.052707328
585,0.35804906,-0.028888096,-0.10848229,0.10222449,0.042740055,-0.44424801,0.038317246
586,0.12166437,-0.042791613,-0.12842315,0.14770509,-0.028774883,-0.49534396,0.093307301
587,0.16016873,0.012275909,-0.17618024,0.34027627,-0.1588875,-0.47938188,0.31044758
588,0.34577011,0.008331067,-0.12970563,0.24876359,-0.29758761,-0.46675464,0.2076551
589,0.26170209,0.0098124347,-0.13133701,0.19052842,0.00013066365,-0.43002846,0.11121803
590,0.3789949,-0.05024955,-0.076372861,0.092684167,0.050995,-0.38987412,0.0060038808
591,0.26937883,-0.037452758,-0.10216728,0.13629511,-0.13499587,-0.44563765,0.068032709
592,0.13771755,0.0018420117,-0.07185554,0.12649806,-0.13374876,-0.4434312,0.059510216
593,0.35522774,-0.0017599745,-0.10702329,0.16287063,-0.1562376,-0.36718286,0.10744834
594,0.27377455,-0.0037138714,-0.22327604,0.2241148,0.13447854,-0.42047835,0.16415419
595,0.23644039,-0.12193899,-0.15942202,-0.088006229,0.010253416,-0.28838704,-0.16737136
596,0.31364281,-0.0021203364,-0.057606745,-0.17180498,-0.14244151,-0.28659894,-0.25602221
597,0.33823101,-0.00090524071,-0.067775189,-0.1813962,-0.082565517,-0.29690624,-0.28587013
598,0.26722577,-0.015071218,-0.10317502,-0.17844083,-0.12144061,-0.29209654,-0.28015446
599,0.24148213,-0.053850982,-0.083056366,-0.1966103,-0.049716692,-0.37249467,-0.29279556
600,0.27492864,-0.04149706,-0.13585848,-0.20111352,-0.033266081,-0.39465217,-0.29627557
601,0.19479704,-0.0093078134,-0.14639459,-0.16943737,-0.12577236,-0.32694628,-0.24537015
602,0.19108755,-0.011703716,-0.14941735,-0.1785008,-0.13771209,-0.30395281,-0.25689384
603,0.23864352,-0.12418937,-0.13710491,-0.055066724,0.058158035,-0.3150874,-0.15891094
604,0.37661057,-0.010742054,-0.099111386,-0.1078712,0.00028607796,-0.32837823,-0.19161301
605,0.39366628,-0.010218646,-0.13163478,-0.14956387,-0.0080964077,-0.41948161,-0.25110172
606,0.26265802,-0.0286908,-0.12072256,-0.16468562,0.038616392,-0.38104859,-0.27762066
607,0.23088375,-0.025104612,-0.070413035,-0.22007516,0.016590352,-0.30385861,-0.32165586
608,0.2957943,-0.036844175,-0.1144386,-0.22989322,-0.0024233635,-0.34671497,-0.31705711
609,0.18529287,0.00081271653,-0.14176694,-0.1953773,0.027262939,-0.3934984,-0.26544801
610,0.15940435,0.010533098,-0.11574261,-0.20268443,-0.040352568,-0.36611276,-0.29925161
611,0.29807391,-0.20173135,-0.20478727,-0.077808273,0.11026517,-0.38107925,-0.16241647
612,0.21463291,-0.014642436,-0.11018036,-0.12671074,0.022900425,-0.35873022,-0.19651185
613,0.20637424,-6.2653314e-05,-0.08890752,-0.14185017,0.028858384,-0.36256921,-0.22642313
614,0.30506435,-0.0056742337,-0.07407593,-0.19175194,0.054336697,-0.3430698,-0.28912363
615,0.32496752,0.035031384,-0.051698119,-0.22390427,-0.13661947,-0.28785391,-0.31542945
616,0.28750332,-0.048242483,-0.081209931,-0.21729504,-0.097888177,-0.32151825,-0.32152441
617,0.21894807,-0.050101861,-0.12312134,-0.15342963,-0.070758658,-0.34363576,-0.26770132
618,0.1791572,-0.02288726,-0.15567491,-0.14398891,-0.10881823,-0.34102801,-0.24054193
619,0.27911531,0.01056235,-0.059284912,-0.90669433,-0.84956897,-0.77939054,-0.93939862
620,0.28054459,-0.021530718,-0.11056913,-0.98375357,-0.97322546,-0.90789607,-0.98795707
621,0.27220598,-0.017500432,-0.09457415,-0.98496706,-0.98506407,-0.94479791,-0.98587799
622,0.27142722,-0.019603709,-0.078243188,-0.98194783,-0.98506382,-0.94879727,-0.98375139
623,0.28388166,-0.021874168,-0.12257745,-0.98160944,-0.98582156,-0.93000727,-0.98493232
624,0.28114415,-0.020836641,-0.13505985,-0.98094033,-0.98177009,-0.96292597,-0.9834315
625,0.27893183,-0.017987423,-0.11426485,-0.98565631,-0.98038383,-0.98379533,-0.98665348
626,0.27755079,-0.014363712,-0.10170465,-0.99230033,-0.99078411,-0.98547096,-0.99270273
627,0.2738738,-0.014017638,-0.10025853,-0.98766775,-0.99147619,-0.97384393,-0.9894911
628,0.2759053,-0.018010752,-0.10610959,-0.98719731,-0.98888795,-0.97199096,-0.98845326
629,0.30239387,-0.015771145,-0.046833093,-0.97408007,-0.95285849,-0.75538135,-0.97457747
630,0.27010979,-0.020743235,-0.11673824,-0.989685,-0.97518457,-0.93699543,-0.99195262
631,0.27436017,-0.016406789,-0.082983662,-0.99463698,-0.99532808,-0.98399426,-0.99484159
632,0.27576294,-0.013671637,-0.09446572,-0.99611223,-0.98788161,-0.98615081,-0.996347
633,0.27633541,-0.013908524,-0.11080606,-0.99624907,-0.98286804,-0.98316354,-0.99641727
634,0.2750132,-0.015239279,-0.10954591,-0.9964764,-0.98741215,-0.98410382,-0.99638946
635,0.27788523,-0.017263995,-0.10479985,-0.99544901,-0.9865691,-0.99200295,-0.9957526
636,0.28287427,-0.01425164,-0.11641223,-0.9927223,-0.91671828,-0.97834835,-0.99369016
637,0.29365488,-0.041640983,-0.17607315,-0.94027379,-0.85144146,-0.88492069,-0.95976561
638,0.28757138,-0.03892643,-0.15372476,-0.9382878,-0.86641229,-0.84583867,-0.95517739
639,0.26459293,0.015780489,-0.060545492,-0.96496857,-0.9262531,-0.9236202,-0.97248868
640,0.27010488,0.0092401457,-0.07207767,-0.96275038,-0.90408576,-0.85609014,-0.96744709
641,0.23379765,-0.0089945852,-0.068190706,-0.94722788,-0.8018468,-0.79433039,-0.95350323
642,0.29227472,-0.02241997,-0.13985486,-0.98517645,-0.94290182,-0.95083718,-0.98718005
643,0.28873745,-0.01691176,-0.13889369,-0.99203792,-0.9617152,-0.96799186,-0.99269006
644,0.28146396,-0.019342561,-0.11788621,-0.99412733,-0.97437925,-0.96999567,-0.99438568
645,0.27577107,-0.017171804,-0.10492841,-0.99598166,-0.98808756,-0.98462998,-0.99606774
646,0.27581207,-0.017880268,-0.1039486,-0.99711834,-0.9892799,-0.9871189,-0.99726286
647,0.28033541,-0.019079887,-0.11028346,-0.9988669,-0.99500381,-0.97620872,-0.99885519
648,0.27949435,-0.018060544,-0.11905939,-0.99829255,-0.99560697,-0.97295312,-0.99833374
649,0.2758823,-0.016911343,-0.11111063,-0.99709122,-0.99450935,-0.97081635,-0.99738138
650,0.27659813,-0.014730308,-0.10562341,-0.99730944,-0.99501859,-0.9771806,-0.99728791
651,0.27869959,-0.015058348,-0.10791356,-0.99613082,-0.99529671,-0.97820979,-0.99658886
652,0.23968895,-0.02700088,-0.056882975,-0.92622864,-0.88351635,-0.81085794,-0.92941155
653,0.30353079,-0.018931141,-0.13329166,-0.98066695,-0.94360269,-0.94272412,-0.98189742
654,0.27393338,-0.008602606,-0.11295468,-0.98882284,-0.95908889,-0.94504463,-0.99075514
655,0.27545496,-0.013879503,-0.10857249,-0.99366512,-0.96046581,-0.95458159,-0.99453598
656,0.27922977,-0.016394322,-0.11672419,-0.99301514,-0.94831378,-0.94715181,-0.99378527
657,0.28152183,-0.027618206,-0.1394211,-0.99186807,-0.93348368,-0.94374977,-0.99249407
658,0.27710335,-0.018334334,-0.12816714,-0.98990146,-0.9073442,-0.9404718,-0.99080548
659,0.26872938,0.0050717783,-0.11269651,-0.98344075,-0.90904864,-0.93230388,-0.98895964
660,0.27550916,-0.01492251,-0.085847916,-0.9816198,-0.90509158,-0.89972154,-0.98551811
661,0.28086926,-0.026303022,-0.097616309,-0.97994466,-0.93314967,-0.88583835,-0.98337955
662,0.27962823,-0.018238347,-0.12756565,-0.98079855,-0.93337761,-0.92258504,-0.9852821
663,0.27731027,-0.015722833,-0.090720425,-0.99183571,-0.95885824,-0.95226001,-0.99322051
664,0.27669713,-0.014802084,-0.10155309,-0.99408313,-0.97290571,-0.95168149,-0.99479581
665,0.27757833,-0.014380308,-0.1182158,-0.99446799,-0.98092158,-0.97122812,-0.99523037
666,-0.41627026,-0.024966026,-0.034779749,-0.29748057,-0.64215059,-0.60245658,-0.31438217
667,0.39232475,-0.036101162,-0.13142947,-0.87715453,-0.83077141,-0.84999323,-0.87816566
668,0.2586773,-0.011112148,-0.10618486,-0.89197645,-0.89817621,-0.85530937,-0.90762394
669,0.2060255,-0.020043785,-0.11074855,-0.94131505,-0.94169494,-0.89494423,-0.94840848
670,0.17617081,-0.03539695,-0.10972114,-0.9480146,-0.95925537,-0.93773709,-0.95584624
671,0.22729781,-0.024895481,-0.11033182,-0.93422114,-0.95774761,-0.9869113,-0.93479155
672,0.29116623,-0.018296911,-0.10598526,-0.97493439,-0.97783532,-0.99260349,-0.975536
673,0.27181137,-0.018151458,-0.10816409,-0.96931923,-0.95642727,-0.97018356,-0.97538062
674,0.27523237,-0.019276583,-0.1087394,-0.97041241,-0.94656729,-0.97199575,-0.97707487
675,0.28351827,-0.021130093,-0.10764403,-0.98716525,-0.96928886,-0.99613858,-0.98822346
676,0.28838273,-0.017807675,-0.10853344,-0.98941954,-0.98959619,-0.99293772,-0.98998736
677,0.29275667,-0.013916691,-0.10774243,-0.98577836,-0.97959483,-0.98697523,-0.98659514
678,0.11384184,-0.11251405,-0.11870617,-0.9091701,-0.67126155,-0.87079183,-0.92950288
679,0.21684883,-0.043106339,-0.11073282,-0.94838504,-0.88263279,-0.95020413,-0.94967818
680,0.27161479,-0.028221339,-0.10151911,-0.9750006,-0.94566764,-0.9858013,-0.97682909
681,0.28402103,-0.018403077,-0.10821976,-0.96868792,-0.93705742,-0.98973833,-0.96886994
682,0.28598248,-0.013903898,-0.10709311,-0.96672495,-0.9468197,-0.98871732,-0.96635981
683,0.31987501,-0.0068985993,-0.11119043,-0.9363866,-0.91499533,-0.92588212,-0.94937094
684,0.29583035,-0.0022133121,-0.11105857,-0.92215064,-0.87437639,-0.92038754,-0.93083731
685,0.25230455,-0.032651944,-0.10064527,-0.95383964,-0.87176362,-0.97120394,-0.9558729
686,0.2705239,-0.032988297,-0.10617797,-0.94459953,-0.89742108,-0.93268502,-0.95270491
687,0.22404196,-0.022026203,-0.11496887,-0.9421847,-0.92290582,-0.93193734,-0.95109423
688,0.2538937,-0.019548917,-0.10853676,-0.94765347,-0.94153018,-0.97992191,-0.94921186
689,0.28716162,-0.016669008,-0.10500043,-0.96684529,-0.95393102,-0.99597145,-0.96706815
690,0.25692753,-0.077237772,-0.15986202,-0.26322573,-0.15235504,-0.047242439,-0.29931774
691,0.29299566,-0.032579846,-0.060720267,-0.24944243,-0.13750279,-0.053337634,-0.28841631
692,0.31213933,-0.00048497069,-0.11742318,-0.24182218,-0.15861228,-0.022436647,-0.29670239
693,0.28917278,-0.0033662174,-0.08607509,-0.17603646,-0.12853253,-0.053730343,-0.22669703
694,0.24773273,-0.037916705,-0.14063085,-0.20877907,-0.16220641,-0.041820291,-0.25000876
695,0.30160727,-0.018933459,-0.12417177,-0.26166584,-0.087129874,-0.0050998026,-0.29737843
696,0.25926263,0.0012913056,-0.06855725,-0.27758691,-0.11767132,-0.071082674,-0.31699407
697,0.24894921,-0.026779687,-0.091554138,-0.40075074,-0.32508689,-0.15451191,-0.45403508
698,0.30394848,-0.039207868,-0.085620878,-0.48053551,-0.41108025,-0.10619555,-0.51800694
699,0.30218429,-0.033786785,-0.13072719,-0.43053625,-0.25496365,-0.11179982,-0.45769541
700,0.22433029,0.0043613843,-0.10903042,-0.42993015,-0.22408877,-0.19834728,-0.45547681
701,0.32201286,-0.0046053224,-0.13526143,-0.42951492,-0.2602109,-0.086782757,-0.45037925
702,0.27249121,-0.015148829,-0.11945084,-0.40219802,-0.27195316,-0.098625985,-0.4175158
703,0.18843063,-0.05876707,-0.17047417,-0.26812048,-0.23997433,-0.00095792496,-0.29904541
704,0.26826709,-0.032576559,-0.101641,-0.2606375,-0.25535459,-0.071178125,-0.28150672
705,0.30712254,-0.038012774,-0.14582705,-0.30288243,-0.15001853,-0.12577546,-0.33768812
706,0.24244829,0.0062265257,-0.11724025,-0.35988458,-0.19578212,-0.11874213,-0.39479143
707,0.27162533,-0.0014597576,-0.11099228,-0.29909556,-0.25029844,-0.086751637,-0.32421829
708,0.28905111,-0.046141496,-0.10050281,-0.24535499,-0.17657432,-0.091444214,-0.26785329
709,0.28784425,-0.033054387,-0.11609568,-0.25229841,-0.11023533,-0.040664178,-0.27288978
710,0.28140199,0.0085590762,-0.090913576,-0.24395899,-0.051279456,-0.057249103,-0.26706737
711,0.28188088,0.013383487,-0.056461323,-0.2210555,-0.064282421,-0.093444103,-0.25643142
712,0.27321363,-0.029130979,-0.059425422,-0.2527699,-0.13889163,-0.13213096,-0.28158756
713,0.31520113,-0.060988516,-0.1284408,-0.30730436,-0.21226843,-0.12251696,-0.33602136
714,0.23387284,-0.020112427,-0.13875748,-0.32774199,-0.11430739,-0.13047545,-0.35440214
715,0.2954706,0.010657572,-0.092545952,-0.34952403,-0.092867593,-0.19045342,-0.36873344
716,0.36489804,-0.020107747,0.010560103,0.032771917,-0.29559283,-0.4158194,-0.034156243
717,0.34847866,-0.02644719,-0.083240538,0.14923994,-0.20566907,-0.42365251,0.050511633
718,0.36589969,-0.031332139,-0.024079018,0.18342105,-0.34456776,-0.40326764,0.099890165
719,0.40022209,-0.017475771,-0.23692576,0.13002028,-0.41203005,-0.39294447,0.038697149
720,0.14197324,-0.00094917845,-0.074267482,-0.038193543,-0.42510434,-0.30330362,-0.097533847
721,0.24738527,-0.0099019473,-0.016418125,0.10295688,-0.2438854,-0.38951185,0.014365556
722,0.40989893,-0.049897307,-0.16143131,0.15218868,-0.26366661,-0.38963549,0.078139926
723,0.19583759,-0.010125046,-0.10942438,-0.4592683,-0.26311066,-0.40259473,-0.55789608
724,0.26206247,-0.040443387,-0.1547422,-0.48578859,-0.27565586,-0.45661357,-0.58365832
725,0.3381516,-0.021815945,-0.23677799,-0.48041654,-0.28783836,-0.43122686,-0.57905351
726,0.168419,-0.048308647,-0.17172716,-0.61967936,-0.36674036,-0.4369523,-0.6806117
727,0.27431063,0.020916672,-0.13277016,-0.49080314,-0.31022152,-0.31112567,-0.53130506
728,0.17677724,-0.076101166,-0.15173068,-0.49545696,-0.35600881,-0.33063925,-0.50661774
729,0.35711293,-0.037107588,-0.029178204,-0.47258557,-0.29052362,-0.33964635,-0.49242245
730,0.33710384,0.014171853,-0.048200089,-0.48408672,-0.322866,-0.44961009,-0.51873722
731,0.26991783,-0.0025826462,-0.10353957,-0.44620801,-0.34243457,-0.47419469,-0.48800664
732,0.21699256,-0.022619612,-0.16951171,-0.41332539,-0.30465184,-0.42178746,-0.45518312
733,0.20981027,0.022260093,-0.033581504,0.086031786,-0.22821479,-0.38437248,-0.0084179611
734,0.26933255,-0.0018076137,-0.12560498,0.082360643,-0.22643468,-0.4362732,0.0067685438
735,0.23763448,0.0031786944,0.064080288,0.10776079,0.30190524,-0.18107034,-0.034162549
736,0.31530699,-0.058780147,-0.052554694,0.17975451,0.24702815,-0.09257576,0.054748422
737,0.32082322,-0.034704678,-0.12628816,0.2618728,-0.037671778,-0.04719963,0.15827174
738,0.20254711,0.034169697,-0.10314094,0.27677757,-0.28699259,-0.22269713,0.17652453
739,0.2662233,-0.079818242,-0.22121129,-0.34682303,-0.25686341,-0.40143589,-0.40900382
740,0.27341427,-0.081179448,-0.14184135,-0.37747927,-0.31279364,-0.40793915,-0.43389461
741,0.1816777,-0.011138253,-0.10962099,-0.40776374,-0.13210918,-0.29644676,-0.43641919
742,0.25522432,0.021098662,-0.10925551,-0.38711054,-0.14908912,-0.28414983,-0.41405186
743,0.30273179,0.00061174207,-0.032746272,-0.46850124,-0.31960741,-0.44170595,-0.51685104
744,0.26716465,-0.01524637,-0.10410736,-0.46334152,-0.31408034,-0.40267658,-0.520085
745,0.35102469,-0.066196954,-0.1886785,-0.37211418,-0.21995347,-0.43089696,-0.39617551
746,0.32179632,-0.053411418,-0.10450363,-0.36139995,-0.24072341,-0.44467238,-0.37711732
747,0.20625869,0.031875904,0.0341101,0.14577185,-0.27011018,-0.39079978,0.046940963
748,0.41817187,-0.022827657,-0.057498696,0.28448942,-0.20719618,-0.30676483,0.23249662
749,0.31846146,-0.071460473,-0.14184731,0.29993354,-0.10755578,-0.25995185,0.23101856
750,0.21823699,-0.038003458,-0.15730285,0.37427546,0.0020534178,0.017292472,0.28888603
751,0.31554245,-0.070483118,-0.24765379,0.33578806,0.23657671,0.092114819,0.25516859
752,0.27064646,-0.00015979184,-0.0074276256,0.18170028,0.22291785,-0.051702126,0.064676867
753,0.21349459,0.052070374,0.061747382,0.26541058,-0.078483691,-0.30002907,0.14361548
754,0.24156215,-0.050591189,-0.11398359,0.39409227,-0.18875959,-0.32532161,0.31917432
755,0.24835171,-0.055910089,-0.21462987,-0.46014977,-0.26652406,-0.38572284,-0.53776878
756,0.16453897,-0.036406143,-0.16361975,-0.53995708,-0.3006808,-0.44517359,-0.55746203
757,0.27160132,-0.015072016,-0.094344308,-0.4205768,-0.17552815,-0.38758467,-0.45947377
758,0.33131531,0.010285326,-0.093165037,-0.33810253,-0.15878539,-0.38449557,-0.38191593
759,0.25539558,-0.012916275,-0.1116268,-0.3699845,-0.13076821,-0.45791161,-0.42478564
760,0.23285205,-0.062350326,-0.087365487,-0.41151306,-0.098602637,-0.36786275,-0.46188578
761,0.24507655,-0.01122626,-0.11220588,-0.43224916,-0.18507947,-0.37237746,-0.49726523
762,0.25875116,-0.018484632,-0.12003269,-0.49903741,-0.26763321,-0.44575243,-0.56359451
763,0.36449617,-0.085399483,0.096598135,-0.85482264,-0.51391592,-0.66702097,-0.87881506
764,0.33735306,-0.089286658,-0.010581342,-0.92672839,-0.79307154,-0.6402392,-0.93856945
765,0.27931922,-0.041908756,-0.14210407,-0.97371509,-0.8772624,-0.92548777,-0.97786923
766,0.27942081,-0.018082486,-0.084934407,-0.98312576,-0.93498124,-0.90610016,-0.9865445
767,0.28407605,-0.020438275,-0.072194222,-0.99247643,-0.95935321,-0.92861384,-0.99364609
768,0.2752313,-0.011687583,-0.11221711,-0.99305227,-0.95796473,-0.95997251,-0.99404901
769,0.27803976,-0.0077785623,-0.10621163,-0.99243733,-0.96441867,-0.95612971,-0.99328243
770,0.28060378,-0.019659279,-0.1003254,-0.98767095,-0.97206076,-0.96812606,-0.99012475
771,0.27762148,-0.016452603,-0.099396771,-0.9826156,-0.97240406,-0.96377623,-0.98430833
772,0.28032203,-0.018248492,-0.094536421,-0.9871512,-0.96744748,-0.97575222,-0.98887796
773,0.27939393,-0.025130207,-0.10728754,-0.99420187,-0.97668476,-0.97882452,-0.99434378
774,0.31374035,-0.035970893,0.068003943,-0.93760641,-0.75360535,-0.61745498,-0.94454807
775,0.2837899,-0.0019238439,-0.11793031,-0.96413603,-0.85455856,-0.85558608,-0.97209439
776,0.27358289,-0.015195365,-0.11503398,-0.98095394,-0.89550193,-0.91123957,-0.98656832
777,0.27717388,-0.03414664,-0.10346489,-0.98680104,-0.97202702,-0.96828255,-0.99088671
778,0.27791609,-0.019429304,-0.1152614,-0.99428365,-0.97267759,-0.98653781,-0.99472279
779,0.27664935,-0.0064370458,-0.11486289,-0.95990034,-0.9602352,-0.92055635,-0.97082552
780,0.27448387,-0.0080933618,-0.12196509,-0.94815985,-0.956619,-0.90745927,-0.95805783
781,0.27739146,-0.018093314,-0.11349559,-0.96877589,-0.97884672,-0.94765079,-0.9825531
782,0.28022118,-0.021158281,-0.095739364,-0.99658388,-0.98970297,-0.97356996,-0.99685596
783,0.27779122,-0.016819976,-0.1113431,-0.99529836,-0.99043894,-0.96557561,-0.99582898
784,0.27420758,-0.014412147,-0.13402217,-0.99654037,-0.99110516,-0.98683891,-0.99701163
785,0.27588764,-0.018328872,-0.11140591,-0.99689321,-0.98866698,-0.95798977,-0.99726742
786,0.29722137,-0.023536578,0.021983318,-0.95208783,-0.63020868,-0.32331501,-0.95652252
787,0.26525873,0.010995737,-0.17077519,-0.98868986,-0.87456661,-0.83849628,-0.99010805
788,0.27942699,-0.023090831,-0.092375929,-0.99449499,-0.95893312,-0.95734769,-0.99520325
789,0.16241983,-0.12283435,0.13780037,-0.87205721,-0.52307927,-0.35653249,-0.8780392
790,0.22108157,-0.087332585,0.044139264,-0.8101825,-0.30587092,-0.032818804,-0.81296797
791,0.044666967,-0.10083623,0.11258333,-0.65924046,-0.15119258,0.24256804,-0.65409068
792,-0.32564743,-0.19603125,0.49411433,-0.7235176,-0.29677447,-0.09689716,-0.74078441
793,-0.07295394,-0.079915892,0.18315795,-0.76693673,-0.58874863,-0.34123043,-0.78946874
794,0.2566248,-0.035374038,-0.13505382,-0.9277566,-0.90462551,-0.88734464,-0.94016219
795,0.29927163,-0.030737168,-0.13201157,-0.95502696,-0.91809444,-0.89757123,-0.96243997
796,0.27390768,-0.01385001,-0.1015642,-0.94470146,-0.91850525,-0.89757553,-0.96242201
797,0.2470322,-0.018727508,-0.090166279,-0.95353082,-0.92947524,-0.92603163,-0.96907514
798,0.19736477,-0.022468638,-0.088146826,-0.93383644,-0.79982356,-0.80956286,-0.93741923
799,0.29099603,-0.025246927,-0.1019087,-0.97862949,-0.88817395,-0.94222351,-0.98367598
800,0.28461038,-0.017208111,-0.10485314,-0.97140926,-0.91217877,-0.9296377,-0.97854551
801,0.27716626,-0.025708376,-0.10635736,-0.977402,-0.95670249,-0.94961961,-0.98455756
802,0.27829848,-0.010742043,-0.11219723,-0.99500847,-0.97854539,-0.97085338,-0.99604933
803,0.27792071,-0.011670313,-0.11046855,-0.99560031,-0.95882561,-0.96247036,-0.9961198
804,0.27739362,-0.019583914,-0.10383902,-0.98489321,-0.96245122,-0.94980991,-0.99001177
805,0.27816319,-0.017386956,-0.10379893,-0.98524724,-0.98027812,-0.95616567,-0.99077708
806,0.28148965,-0.0081467673,-0.065483286,-0.94519075,-0.91818784,-0.83919696,-0.9665519
807,0.28176224,-0.0043250776,-0.052241899,-0.93530949,-0.85766224,-0.76842387,-0.94615243
808,0.27804236,-0.0091856562,-0.11969241,-0.96380215,-0.86795982,-0.80022268,-0.96871973
809,0.27888651,-0.017720249,-0.12686225,-0.98371444,-0.93443702,-0.90337401,-0.98791575
810,0.28028109,-0.023555422,-0.086982555,-0.99340398,-0.97895511,-0.97546761,-0.99499714
811,0.33925793,-0.02615974,-0.1279793,-0.94423911,-0.94704796,-0.90734893,-0.94706879
812,0.28133331,-0.02496591,-0.10498833,-0.96752608,-0.94763646,-0.96531794,-0.97106448
813,0.27961772,-0.014162409,-0.10393079,-0.9710619,-0.95871783,-0.97326199,-0.97443894
